Step,Radius
338,0.9780374859082235
339,0.9780374896811278
340,0.9780374934651287
341,0.9780374972602264
342,0.9780375010664208
343,0.9780375048837122
344,0.9780375087121003
345,0.978037512551585
346,0.9780375164021665
347,0.9780375202638448
348,0.97803752413662
349,0.9780375280204918
350,0.9780375319154605
351,0.9780375358215259
352,0.9780375397386879
353,0.978037543666947
354,0.9780375476063026
355,0.9780375515567552
356,0.9780375555183043
357,0.9780375594909504
358,0.9780375634746931
359,0.9780375674695327
360,0.978037571475469
361,0.9780375754925019
362,0.9780375795206319
363,0.9780375835598585
364,0.9780375876101819
365,0.9780375916716021
366,0.9780375957441189
367,0.9780375998277325
368,0.9780376039224431
369,0.9780376080282501
370,0.9780376121451541
371,0.9780376162731548
372,0.9780376204122524
373,0.9780376245624466
374,0.9780376287237377
375,0.9780376328961254
376,0.97803763707961
377,0.9780376412741913
378,0.9780376454798694
379,0.9780376496966444
380,0.978037653924516
381,0.9780376581634843
382,0.9780376624135495
383,0.9780376666747115
384,0.9780376709469701
385,0.9780376752303257
386,0.9780376795247778
387,0.9780376838303269
388,0.9780376881469727
389,0.9780376924747151
390,0.9780376968135543
391,0.9780377011634904
392,0.9780377055245233
393,0.9780377098966528
394,0.9780377142798791
395,0.9780377186742022
396,0.9780377230796222
397,0.9780377274961388
398,0.9780377319237522
399,0.9780377363624623
400,0.9780377408122692
401,0.9780377452731729
402,0.9780377497451734
403,0.9780377542282706
404,0.9780377587224646
405,0.9780377632277553
406,0.9780377677441427
407,0.9780377722716271
408,0.9780377768102081
409,0.978037781359886
410,0.9780377859206604
411,0.9780377904925317
412,0.9780377950754998
413,0.9780377996695646
414,0.9780378042747262
415,0.9780378088909846
416,0.9780378135183398
417,0.9780378181567917
418,0.9780378228063402
419,0.9780378274669858
420,0.978037832138728
421,0.9780378368215668
422,0.9780378415155024
423,0.9780378462205349
424,0.9780378509366642
425,0.9780378556638902
426,0.978037860402213
427,0.9780378651516325
428,0.9780378699121488
429,0.9780378746837619
430,0.9780378794664715
431,0.9780378842602782
432,0.9780378890651815
433,0.9780378938811816
434,0.9780378987082784
435,0.9780379035464721
436,0.9780379083957623
437,0.9780379132561494
438,0.9780379181276333
439,0.978037923010214
440,0.9780379279038914
441,0.9780379328086656
442,0.9780379377245365
443,0.9780379426515042
444,0.9780379475895685
445,0.9780379525387297
446,0.9780379574989877
447,0.9780379624703424
448,0.9780379674527939
449,0.9780379724463422
450,0.9780379774509872
451,0.9780379824667289
452,0.9780379874935674
453,0.9780379925315028
454,0.9780379975805347
455,0.9780380026406635
456,0.978038007711889
457,0.9780380127942114
458,0.9780380178876306
459,0.9780380229921463
460,0.978038028107759
461,0.9780380332344683
462,0.9780380383722743
463,0.9780380435211772
464,0.9780380486811768
465,0.9780380538522732
466,0.9780380590344663
467,0.9780380642277562
468,0.9780380694321429
469,0.9780380746476263
470,0.9780380798742063
471,0.9780380851118833
472,0.9780380903606569
473,0.9780380956205275
474,0.9780381008914947
475,0.9780381061735584
476,0.9780381114667194
477,0.9780381167709766
478,0.978038122086331
479,0.978038127412782
480,0.9780381327503296
481,0.9780381380989741
482,0.9780381434587153
483,0.9780381488295534
484,0.9780381542114881
485,0.9780381596045195
486,0.9780381650086478
487,0.9780381704238729
488,0.9780381758501947
489,0.9780381812876131
490,0.9780381867361284
491,0.9780381921957405
492,0.9780381976664494
493,0.978038203148255
494,0.9780382086411572
495,0.9780382141451562
496,0.9780382196602521
497,0.9780382251864446
498,0.978038230723734
499,0.97803823627212
500,0.9780382418316028
501,0.9780382474021825
502,0.9780382529838587
503,0.9780382585766318
504,0.9780382641805018
505,0.9780382697954683
506,0.9780382754215315
507,0.9780382810586917
508,0.9780382867069486
509,0.9780382923663022
510,0.9780382980367526
511,0.9780383037182996
512,0.9780383094109435
513,0.9780383151146841
514,0.9780383208295216
515,0.9780383265554555
516,0.9780383322924865
517,0.9780383380406141
518,0.9780383437998386
519,0.9780383495701598
520,0.9780383553515776
521,0.9780383611440923
522,0.9780383669477036
523,0.9780383727624119
524,0.9780383785882167
525,0.9780383844251183
526,0.9780383902731167
527,0.9780383961322118
528,0.9780384020024037
529,0.9780384078836925
530,0.9780384137760778
531,0.97803841967956
532,0.9780384255941389
533,0.9780384315198145
534,0.9780384374565869
535,0.9780384434044561
536,0.978038449363422
537,0.9780384553334848
538,0.978038461314644
539,0.9780384673069002
540,0.9780384733102531
541,0.9780384793247027
542,0.9780384853502492
543,0.9780384913868923
544,0.9780384974346322
545,0.9780385034934689
546,0.9780385095634021
547,0.9780385156444324
548,0.9780385217365593
549,0.9780385278397828
550,0.9780385339541033
551,0.9780385400795204
552,0.9780385462160344
553,0.9780385523636451
554,0.9780385585223523
555,0.9780385646921566
556,0.9780385708730573
557,0.978038577065055
558,0.9780385832681493
559,0.9780385894823405
560,0.9780385957076283
561,0.9780386019440129
562,0.9780386081914942
563,0.9780386144500723
564,0.9780386207197473
565,0.9780386270005189
566,0.9780386332923872
567,0.9780386395953524
568,0.9780386459094141
569,0.9780386522345728
570,0.9780386585708282
571,0.9780386649181801
572,0.978038671276629
573,0.9780386776461746
574,0.9780386840268169
575,0.9780386904185561
576,0.9780386968213917
577,0.9780387032353243
578,0.9780387096603537
579,0.9780387160964795
580,0.9780387225437024
581,0.9780387290020219
582,0.9780387354714383
583,0.9780387419519513
584,0.9780387484435611
585,0.9780387549462676
586,0.9780387614600708
587,0.9780387679849708
588,0.9780387745209675
589,0.9780387810680611
590,0.9780387876262513
591,0.9780387941955382
592,0.9780388007759219
593,0.9780388073674023
594,0.9780388139699796
595,0.9780388205836535
596,0.9780388272084242
597,0.9780388338442917
598,0.9780388404912558
599,0.9780388471493168
600,0.9780388538184743
601,0.9780388604987288
602,0.9780388671900799
603,0.9780388738925279
604,0.9780388806060725
605,0.9780388873307138
606,0.9780388940664518
607,0.9780389008132868
608,0.9780389075712183
609,0.9780389143402467
610,0.9780389211203717
611,0.9780389279115935
612,0.978038934713912
613,0.9780389415273273
614,0.9780389483518394
615,0.9780389551874482
616,0.9780389620341536
617,0.9780389688919559
618,0.978038975760855
619,0.9780389826408507
620,0.9780389895319431
621,0.9780389964341324
622,0.9780390033474183
623,0.978039010271801
624,0.9780390172072805
625,0.9780390241538567
626,0.9780390311115295
627,0.978039038080299
628,0.9780390450601656
629,0.9780390520511287
630,0.9780390590531886
631,0.9780390660663452
632,0.9780390730905985
633,0.9780390801259485
634,0.9780390871723953
635,0.9780390942299388
636,0.9780391012985791
637,0.9780391083783161
638,0.9780391154691499
639,0.9780391225710804
640,0.9780391296841077
641,0.9780391368082316
642,0.9780391439434523
643,0.9780391510897698
644,0.9780391582471839
645,0.9780391654156949
646,0.9780391725953025
647,0.978039179786007
648,0.978039186987808
649,0.9780391942007058
650,0.9780392014247005
651,0.9780392086597917
652,0.9780392159059799
653,0.9780392231632647
654,0.9780392304316463
655,0.9780392377111246
656,0.9780392450016996
657,0.9780392523033712
658,0.9780392596161396
659,0.978039266940005
660,0.9780392742749668
661,0.9780392816210255
662,0.9780392889781809
663,0.978039296346433
664,0.9780393037257821
665,0.9780393111162275
666,0.9780393185177698
667,0.978039325930409
668,0.9780393333541448
669,0.9780393407889774
670,0.9780393482349066
671,0.9780393556919326
672,0.9780393631600552
673,0.9780393706392748
674,0.978039378129591
675,0.9780393856310038
676,0.9780393931435136
677,0.9780394006671199
678,0.9780394082018231
679,0.978039415747623
680,0.9780394233045195
681,0.9780394308725129
682,0.9780394384516029
683,0.9780394460417897
684,0.9780394536430731
685,0.9780394612554535
686,0.9780394688789303
687,0.9780394765135041
688,0.9780394841591746
689,0.9780394918159419
690,0.9780394994838056
691,0.9780395071627663
692,0.9780395148528237
693,0.9780395225539776
694,0.9780395302662286
695,0.9780395379895761
696,0.9780395457240203
697,0.9780395534695613
698,0.9780395612261991
699,0.9780395689939335
700,0.9780395767727645
701,0.9780395845626926
702,0.9780395923637172
703,0.9780396001758386
704,0.9780396079990566
705,0.9780396158333715
706,0.978039623678783
707,0.9780396315352913
708,0.9780396394028962
709,0.9780396472815981
710,0.9780396551713965
711,0.9780396630722916
712,0.9780396709842836
713,0.9780396789073723
714,0.9780396868415575
715,0.9780396947868396
716,0.9780397027432185
717,0.9780397107106941
718,0.9780397186892662
719,0.9780397266789352
720,0.978039734679701
721,0.9780397426915635
722,0.9780397507145226
723,0.9780397587485784
724,0.9780397667937311
725,0.9780397748499804
726,0.9780397829173264
727,0.9780397909957693
728,0.9780397990853088
729,0.978039807185945
730,0.9780398152976778
731,0.9780398234205075
732,0.9780398315544341
733,0.9780398396994572
734,0.978039847855577
735,0.9780398560227934
736,0.9780398642011069
737,0.9780398723905168
738,0.9780398805910235
739,0.978039888802627
740,0.9780398970253272
741,0.9780399052591241
742,0.9780399135040178
743,0.978039921760008
744,0.9780399300270951
745,0.9780399383052788
746,0.9780399465945594
747,0.9780399548949366
748,0.9780399632064105
749,0.9780399715289811
750,0.9780399798626487
751,0.9780399882074128
752,0.9780399965632737
753,0.9780400049302311
754,0.9780400133082853
755,0.9780400216974364
756,0.9780400300976841
757,0.9780400385090284
758,0.9780400469314696
759,0.9780400553650076
760,0.9780400638096421
761,0.9780400722653734
762,0.9780400807322014
763,0.9780400892101261
764,0.9780400976991477
765,0.9780401061992658
766,0.9780401147104807
767,0.9780401232327923
768,0.9780401317662006
769,0.9780401403107056
770,0.9780401488663074
771,0.9780401574330059
772,0.9780401660108011
773,0.9780401745996931
774,0.9780401831996817
775,0.9780401918107671
776,0.978040200432949
777,0.9780402090662278
778,0.9780402177106033
779,0.9780402263660755
780,0.9780402350326445
781,0.9780402437103101
782,0.9780402523990724
783,0.9780402610989315
784,0.9780402698098872
785,0.9780402785319398
786,0.978040287265089
787,0.9780402960093348
788,0.9780403047646775
789,0.9780403135311169
790,0.978040322308653
791,0.9780403310972858
792,0.9780403398970152
793,0.9780403487078414
794,0.9780403575297643
795,0.978040366362784
796,0.9780403752069003
797,0.9780403840621134
798,0.9780403929284233
799,0.9780404018058296
800,0.9780404106943329
801,0.9780404195939327
802,0.9780404285046292
803,0.9780404374264227
804,0.9780404463593126
805,0.9780404553032995
806,0.978040464258383
807,0.9780404732245631
808,0.9780404822018399
809,0.9780404911902135
810,0.9780405001896838
811,0.9780405092002509
812,0.9780405182219145
813,0.978040527254675
814,0.9780405362985323
815,0.978040545353486
816,0.9780405544195364
817,0.9780405634966837
818,0.9780405725849277
819,0.9780405816842686
820,0.9780405907947057
821,0.9780405999162399
822,0.9780406090488707
823,0.9780406181925982
824,0.9780406273474225
825,0.9780406365133434
826,0.9780406456903611
827,0.9780406548784754
828,0.9780406640776865
829,0.9780406732879942
830,0.9780406825093987
831,0.9780406917418999
832,0.9780407009854978
833,0.9780407102401923
834,0.9780407195059836
835,0.9780407287828716
836,0.9780407380708562
837,0.9780407473699377
838,0.9780407566801159
839,0.9780407660013907
840,0.9780407753337622
841,0.9780407846772303
842,0.9780407940317954
843,0.978040803397457
844,0.9780408127742153
845,0.9780408221620704
846,0.9780408315610221
847,0.9780408409710706
848,0.9780408503922156
849,0.9780408598244575
850,0.9780408692677961
851,0.9780408787222313
852,0.9780408881877634
853,0.9780408976643921
854,0.9780409071521174
855,0.9780409166509395
856,0.9780409261608582
857,0.9780409356818738
858,0.9780409452139859
859,0.9780409547571949
860,0.9780409643115004
861,0.9780409738769026
862,0.9780409834534016
863,0.9780409930409972
864,0.9780410026396898
865,0.9780410122494788
866,0.9780410218703646
867,0.9780410315023471
868,0.9780410411454262
869,0.9780410507996021
870,0.9780410604648747
871,0.978041070141244
872,0.9780410798287099
873,0.9780410895272726
874,0.978041099236932
875,0.978041108957688
876,0.9780411186895409
877,0.9780411284324902
878,0.9780411381865365
879,0.9780411479516795
880,0.978041157727919
881,0.9780411675152552
882,0.9780411773136882
883,0.978041187123218
884,0.9780411969438442
885,0.9780412067755673
886,0.978041216618387
887,0.9780412264723034
888,0.9780412363373167
889,0.9780412462134265
890,0.9780412561006329
891,0.978041265998936
892,0.978041275908336
893,0.9780412858288325
894,0.978041295760426
895,0.978041305703116
896,0.9780413156569028
897,0.9780413256217859
898,0.9780413355977661
899,0.9780413455848429
900,0.9780413555830164
901,0.9780413655922865
902,0.9780413756126534
903,0.9780413856441169
904,0.9780413956866773
905,0.978041405740334
906,0.9780414158050879
907,0.978041425880938
908,0.9780414359678851
909,0.9780414460659288
910,0.9780414561750692
911,0.9780414662953062
912,0.97804147642664
913,0.9780414865690705
914,0.9780414967225975
915,0.9780415068872216
916,0.978041517062942
917,0.9780415272497591
918,0.9780415374476733
919,0.9780415476566837
920,0.9780415578767911
921,0.978041568107995
922,0.9780415783502958
923,0.9780415886036933
924,0.9780415988681872
925,0.978041609143778
926,0.9780416194304654
927,0.9780416297282495
928,0.9780416400371302
929,0.9780416503571078
930,0.978041660688182
931,0.978041671030353
932,0.9780416813836205
933,0.9780416917479847
934,0.9780417021234457
935,0.9780417125100032
936,0.9780417229076576
937,0.9780417333164084
938,0.9780417437362562
939,0.9780417541672005
940,0.9780417646092416
941,0.9780417750623793
942,0.9780417855266138
943,0.978041796001945
944,0.9780418064883727
945,0.9780418169858972
946,0.9780418274945182
947,0.9780418380142362
948,0.9780418485450506
949,0.9780418590869618
950,0.9780418696399698
951,0.9780418802040743
952,0.9780418907792756
953,0.9780419013655735
954,0.9780419119629681
955,0.9780419225714594
956,0.9780419331910474
957,0.978041943821732
958,0.9780419544635135
959,0.9780419651163915
960,0.9780419757803661
961,0.9780419864554376
962,0.9780419971416057
963,0.9780420078388704
964,0.9780420185472319
965,0.9780420292666899
966,0.9780420399972448
967,0.9780420507388963
968,0.9780420614916445
969,0.9780420722554893
970,0.9780420830304308
971,0.9780420938164691
972,0.9780421046136039
973,0.9780421154218354
974,0.9780421262411637
975,0.9780421370715886
976,0.9780421479131103
977,0.9780421587657283
978,0.9780421696294433
979,0.9780421805042552
980,0.9780421913901632
981,0.9780422022871683
982,0.97804221319527
983,0.9780422241144684
984,0.9780422350447633
985,0.978042245986155
986,0.9780422569386434
987,0.9780422679022285
988,0.9780422788769101
989,0.9780422898626885
990,0.9780423008595636
991,0.9780423118675353
992,0.9780423228866038
993,0.9780423339167689
994,0.9780423449580306
995,0.978042356010389
996,0.9780423670738441
997,0.9780423781483959
998,0.9780423892340443
999,0.9780424003307894
