x,y,z
-0.2509199019659928,0.9014291467213366,0.4639880130183694
0.19731702114235103,-0.6879629700063459,-0.6880111782177045
-0.8838332828426613,0.7323525458193352,0.202230062307788
0.4161452816691714,-0.9588316647408324,0.9398206045688053
0.6648856479720358,-0.5753222236956025,-0.6363505808639222
-0.6331914004609945,-0.39151571914415423,0.04951288844529768
-0.1361100002065963,-0.4175420350922067,0.2237057744836614
-0.7210127181975164,-0.41571085517865486,-0.26727650307443485
-0.08786004752087873,0.570352113379172,-0.6006526401892541
0.028468996080643023,0.184829090351614,-0.907099361601695
0.2150896340046223,-0.6589517553093529,-0.8698972716013054
0.8977714029967425,0.9312645206404506,0.6167948676334867
-0.3907724926604208,-0.8046562973412794,0.36846628857714586
-0.11969511740791104,-0.7559240043171752,-0.00964636238075839
-0.9312234768218476,0.8186412025376989,-0.4824401755967938
0.32504476325913184,-0.3765781560007171,0.04013597508828324
0.09342037244088469,-0.6302913526586643,0.9391698090283382
0.5502658145484386,0.878998305500732,0.7896552611277882
0.19579979336430553,0.8437487771104787,-0.823015432605083
-0.608034531246391,-0.9095459500287011,-0.34933921910283505
-0.22264564980963517,-0.45730209899984503,0.6574752234021701
-0.2864936137252743,-0.4381312475819354,0.08539207282823885
-0.7181519051737496,0.6043942412576364,-0.8508990905454711
0.9737743862776385,0.5444897508959157,-0.6025687177824177
-0.9889562849387418,0.6309230428338366,0.4137148033883543
0.45801441265998816,0.5425409583662033,-0.8519112499181065
-0.28306850573322107,-0.7682624091970163,0.7262070998991683
0.24659641305885424,-0.3382042581291812,-0.8728839462126877
-0.3780357380837337,-0.3496334375631881,0.4592126655354969
0.27511498647771054,0.7744265344600959,-0.0555696480941394
-0.7608120037408029,0.42648962980430394,0.5215702970329533
0.1225543949680615,0.5419347029082952,-0.012408754242178062
0.04546552295373287,-0.14491800975292485,-0.9491623792318017
-0.7842176135734737,-0.9371421997841521,0.27282083842111254
-0.3712882266464553,0.017141468602096865,0.8151334166833482
-0.5014159458916505,-0.1792341520725346,0.5111025955628379
