x,y,z
-0.2509197781331454,0.9014286733273478,0.46398789828731807
0.19731697437207757,-0.6879627475488423,-0.6880109841345946
-0.8838328331426392,0.7323523203664457,0.2022300278860768
0.41614516988052486,-0.9588310854511957,0.9398198063496711
0.6648853231220151,-0.5753218290816108,-0.6363501239827589
-0.6331910279111151,-0.39151553732090927,0.04951286611825004
-0.13610996696463046,-0.41754175535847715,0.2237057877491981
-0.7210123285050092,-0.4157107201840827,-0.26727633490715463
-0.08786003337411405,0.5703519443861087,-0.6006524588601144
0.028468890342359457,0.18482913235521345,-0.907099195757452
0.21508969589256777,-0.6589517529295603,-0.8698968658864437
0.897771111734729,0.9312641176570103,0.6167947156578921
-0.3907724651673198,-0.8046558315260579,0.3684660797197217
-0.11969502440773991,-0.7559235840300335,-0.00964620047205697
-0.9312230165942074,0.8186408493063291,-0.48244005252993083
0.3250445907566156,-0.37657788274743076,0.04013603473215377
0.09342053757917057,-0.6302911188353926,0.939169318257659
0.5502656657421245,0.8789979309961966,0.7896547643515075
0.1957999390065939,0.8437485048460666,-0.8230150453888027
-0.6080343041840041,-0.9095454820005973,-0.3493393249450815
-0.22264544659517416,-0.4573019548738805,0.6574750415477875
-0.2864933768849069,-0.43813101087967155,0.08539215572139057
-0.7181515902969013,0.6043939932123369,-0.850898755468758
0.9737739313484454,0.544489562653751,-0.6025686460945372
-0.9889558245925828,0.6309228779806132,0.4137147008068343
0.4580143447606214,0.5425407234039232,-0.8519107592475651
-0.2830685386980026,-0.7682619408164642,0.7262068798739976
0.24659627172049708,-0.3382039851818747,-0.8728833727286308
-0.37803539980610923,-0.3496333651961923,0.45921239167942773
0.2751149476705645,0.7744256040722123,-0.055570092830791354
-0.7608115642921426,0.426489580719792,0.5215701198772031
0.12255439511962017,0.5419343987815118,-0.012408801261392762
0.04546564337249438,-0.1449179685493856,-0.949161818218509
-0.7842171990023812,-0.9371416933563197,0.272820824328788
-0.371288059244112,0.017141392106763808,0.8151330009852231
-0.501415587509383,-0.17923415371837453,0.5111023131793407
-0.5424036717630091,-0.8460402343988148,-0.4204970979085946
-0.6775574549173755,0.8593953640077016,0.6162407854152625
0.2668075162655113,0.7429212284458312,0.6073441834420998
-0.6268599072295818,0.7851180433401749,0.07868450911253667
0.6148803904165302,0.7921826854593967,-0.3639931622784496
-0.7798962073090393,-0.5441297005737135,-0.14578443479079872
0.6360295582381887,0.7214612025720716,-0.9860957901606487
0.02149459593736663,-0.16517800502550856,-0.5557844255865356
-0.7602693084475656,-0.32476966259113144,0.885819444964252
-0.35359416998758614,0.037581257334693766,0.4060379437837216
-0.27274081648884985,0.9435642090843649,0.9248946303130691
-0.4964354382598515,-0.005502996177029582,-0.3982433963768282
-0.4303190282814287,-0.9262261839304599,0.21912866814332566
0.005358049928076898,-0.8970425301787726,-0.4427070823786473
0.8165318456867898,-0.5208762429999687,-0.7102103076997918
-0.021094484383122575,0.9713009759503254,-0.5158894793022036
0.34427109913084075,0.5232392449932397,-0.5247249223168365
0.4564327232870714,-0.26443374204277303,0.2646116784934168
0.26705943116988645,0.07154937547561353,-0.8194205149905057
0.6706049633117086,-0.3584398559485604,-0.6269629335528488
-0.9184497830122715,0.18178591105182512,0.3551287355054383
-0.9668244039794966,0.024186107193216854,-0.5470084729052951
0.2903455715588009,-0.651267251630668,0.38187552927210955
-0.22652932228062778,0.8734600388340319,-0.7249581405495898
-0.3178673064728006,-0.7730530137910898,0.8493873102056961
0.7546787622911152,-0.48411677569379674,0.31996811070903275
0.6344444309159325,0.11040162835695184,0.05930115661454586
-0.5162954535189528,-0.8137945290981914,0.7944315647819351
0.8008361733917363,0.26620293436280595,-0.3219404289811464
-0.3015808685596855,0.4519113798834705,0.7942205696343445
0.7741729184212995,0.5597511123406759,0.28406327657853325
-0.831720105001819,-0.6767425975976904,0.7971084115265961
0.2128581180686313,-0.9816059641007594,-0.7970569551834408
0.3270035559705702,-0.9898768995429168,-0.6783839128879325
0.09746756441851415,0.38379043772143623,0.3039225435034985
-0.5514614012307346,0.4243584667096855,-0.5255018658320718
-0.3492006230323104,0.49298284740485077,0.29926581551243897
